WBodyID	WaterBodyName	DataSource	Actual_StationID	StationID	StationName	Actual_Latitude	Actual_Longitude	ActivityDepth	SampleDate	Alk_CaCO3_mgl	Alk_CaCO3_mgl_QA	Anatoxin_ugl	Anatoxin_ugl_QA	C_organic_mgl	C_organic_mgl_QA	Ca_mgl	Ca_mgl_QA	Chla_ugl	Chla_ugl_QA	ChlaC_ugl	ChlaC_ugl_QA	chlb_ugl	chlb_ugl_QA	Cl_mgl	Cl_mgl_QA	Color_true_pcu	Color_true_pcu_QA	Cond_umhocm	Cond_umhocm_QA	DO_mgl	DO_mgl_QA	DO_percent	DO_percent_QA	Ecoli_100ml	Ecoli_100ml_QA	F_mgl	F_mgl_QA	Fe_ugl	Fe_ugl_QA	hardness_mglCaCO3	hardness_mglCaCO3_QA	K_mgl	K_mgl_QA	Mg_mgl	Mg_mgl_QA	Na_mgl	Na_mgl_QA	NH3_N_ugl	NH3_N_ugl_QA	NO2_ugl	NO2_ugl_QA	NOx_ugl	NOx_ugl_QA	OP_mgl	OP_mgl_QA	pH	pH_QA	Pheo_ugl	Pheo_ugl_QA	Salinity_ppt	Salinity_ppt_QA	Salinity_PSS	Salinity_PSS_QA	Secchi_m	Secchi_m_QA	Si_ugl	Si_ugl_QA	SO4_mgl	SO4_mgl_QA	TDS_mgl	TDS_mgl_QA	TempW_C	TempW_C_QA	TempW_Ce	TempW_Ce_QA	TKN_ugl	TKN_ugl_QA	TN_ugl	TN_ugl_QA	TP_ugl	TP_ugl_QA	TSI	TSI_QA	TSS_mgl	TSS_mgl_QA	Turb_ntu	Turb_ntu_QA	VSS_mgl	VSS_mgl_QA
1002667	Okeechobee, Lake	WIN_21FLSFWM	="16332"	="16332"		27.0382	-80.9185	0.3	4/6/2021 1:27:00 PM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.8641	-80.6324	0.5	4/7/2021 8:27:00 AM																																																																					1380		180									
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.8641	-80.6324	0.5	4/7/2021 8:34:00 AM																																																																					1400	J	189									
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11574"	="11574"		26.77	-80.7843	0.5	4/7/2021 8:43:00 AM	96						34.4				4.99		0.234		41.4		33		375		8.78										118		4.7		7.8		23.6		13	G	2	I	386		0.075		8.4		0.31						0.3		9650		22.1				21.4		21.4				1280		131		52		6	I	23.3		4	U
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.8641	-80.6324	0.5	4/14/2021 9:12:00 AM																																																																					903		226									
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.8641	-80.6324	0.5	4/14/2021 9:19:00 AM																																																																					1570		197									
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17625"	="17625"		26.9849	-80.6214	0.5	4/19/2021 9:35:00 AM	116				10.2		36				182		9.01	J	42.4				384		6.53								3027		123.1		4.8		8.1		25.2		15				105		0.06		8.4		4.77										22.6				29.3		29.3				3260		389		88		118		124			
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.8641	-80.6324	0.5	4/19/2021 11:27:00 AM	106						35.2								41.5				381		7.13								2120		121.4		4.7		8.1		24.2		8	I			156		0.063		8.4												22.6				27.9		27.9				1820		228				45		67.2			
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.8641	-80.6324	0.5	4/21/2021 8:11:00 AM																																																																					952		253									
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.8641	-80.6324	0.5	4/22/2021 8:05:00 AM																																																																					1380		416									
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.8641	-80.6324	0.5	4/28/2021 8:29:00 AM																																																																					1170		175									
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.8641	-80.6324	0.5	4/28/2021 11:28:00 AM																																																																					1110		228									
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17625"	="17625"		26.9849	-80.6214	0.5	5/3/2021 9:21:00 AM	102				11.2						116		7.46						386		6.28																		20				5	U	0.035		8.2		2.46														27.4		27.4				2060		225		80		54		60.6			
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17625"	="17625"		26.9849	-80.6214	0.3	5/3/2021 9:27:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.8641	-80.6324	0.5	5/3/2021 10:15:00 AM	101																		373		6.85																		24				125		0.059		8.3																26.6		26.6				1320		160				25		36.4			
1002667	Okeechobee, Lake	WIN_21FLSFWM	="12865"	="12865"		27.1898	-80.828	0.5	5/4/2021 8:12:00 AM	70						27.2				87.7		2.32		37.5		58		304		6.91										95.1		4		6.6		21.4		11		3	IG	5	U	0.003	I	8.4		3.51						0.3		3160		16.4				28.3		28.3				2040		137		76		32		20.4		18	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="12865"	="12865"		27.1898	-80.828	0.3	5/4/2021 8:13:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11570"	="11570"		26.9567	-80.9724	0.3	5/4/2021 12:01:00 PM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11570"	="11570"		26.9567	-80.9724	0.5	5/4/2021 12:02:00 PM	100						37				23.1		0.892		44.7		38	G	391		7.79										127.3		5		8.4		25.1		12		2	IG	5	U	0.03		8.5		1.13						0.3		9000		22.7				28.4		28.4				1150		114		63		15	I	18.8		8	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="16332"	="16332"		27.0382	-80.9185	0.3	5/4/2021 1:25:00 PM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="16332"	="16332"		27.0382	-80.9185	0.5	5/4/2021 1:27:00 PM	94						36.1				44.5		2.5		48.3		55		398		8.89										124.8		4.9		8.4		26.8		13		3	IG	5	U	0.006	I	8.6		2.09						0.4		6070		22.9				29.7		29.7				1390		91		67		14	I	10.5		10	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.8641	-80.6324	0.5	5/5/2021 8:20:00 AM																																																																					1610		130									
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.8641	-80.6324	0.5	5/5/2021 8:57:00 AM																																																																					6430		553									
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11574"	="11574"		26.77	-80.7843	0.3	5/5/2021 9:36:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11574"	="11574"		26.77	-80.7843	0.5	5/5/2021 9:37:00 AM	96						35.8				5.88		0.131		43.1		33		387		7.75										123.3		4.9		8.2		24.4		7	I	3	I	218		0.065		8.4		0.358						0.2		10100		22.1				27.7		27.7				1180		124		52		6	I	21.5		3	U
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.8641	-80.6324	0.5	5/12/2021 7:50:00 AM																																																																					1240		155									
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.86406667	-80.63237500	0.5	5/12/2021 10:41:00 AM																																																																					1700	J	394									
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17625"	="17625"		26.98489167	-80.62142778	0.3	5/17/2021 8:44:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17625"	="17625"		26.98489167	-80.62142778	0.5	5/17/2021 8:54:00 AM	105				11.9						27.5		0.536						399		3.83																		511				172		0.065		7.3		2.64														25.3		25.3				2550		222		71		34		37.1			
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.86406667	-80.63237500	0.5	5/17/2021 9:55:00 AM	111																		402		3.95																		354				276		0.067		7.4																25.2		25.2				2450		255				61		71			
1002667	Okeechobee, Lake	WIN_21FLSFWM	="12865"	="12865"		27.18975582	-80.82803972	0.3	5/18/2021 9:15:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="12865"	="12865"		27.18975582	-80.82803972	0.5	5/18/2021 9:18:00 AM	88						32.7				99		1.89		42.7		47		363		8.35										113.5		4.5		7.7		23.9		10	G	2	I	5	U	0.002	I	9.1		2.17								5330		20.3				25.3		25.3				2030		136		77		27	I	21.3		17	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11570"	="11570"		26.95673027	-80.97238500	0.3	5/18/2021 2:05:00 PM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11570"	="11570"		26.95673027	-80.97238500	0.5	5/18/2021 2:07:00 PM	101						38				28.9		0.948		45.1		40		405		8.07										130.6		5.1		8.7		26.2		11	G	2	I	5	U	0.012		8.6		0.88								8170		22.8				26		26				1340		115		65		20	I	19		10	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="16332"	="16332"		27.03819804	-80.91854056	0.3	5/18/2021 4:20:00 PM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="16332"	="16332"		27.03819804	-80.91854056	0.5	5/18/2021 4:22:00 PM	96						34.9				79.7		2.13		48.2		53		392		9.66										121.3		4.7		8.3		27.2		13	G	2	I	5	U	0.003	I	9.1		1.34								5140		17.6				27.4		27.4				2240		142		76		46	I	25.6		30	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11574"	="11574"		26.77000110	-80.78434972	0.3	5/19/2021 1:46:00 PM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11574"	="11574"		26.77000110	-80.78434972	0.5	5/19/2021 1:47:00 PM	102						38				9.79		0.08	U	44.6		116		401		7.98										129.8		5		8.5		25.4		39		10		290		0.079		8.2		0.544						0.2		10000		23.2				25.4		25.4				1670		224		60		54		65.6		16	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.86406667	-80.63237500	0.5	5/19/2021 2:00:00 PM																																																																					1870		194									
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.86406667	-80.63237500	0.5	5/19/2021 3:52:00 PM																																																																					1640		212									
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.86406667	-80.63237500	0.5	5/26/2021 8:41:00 AM																																																																					1220		160									
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.86406667	-80.63237500	0.5	5/26/2021 8:58:00 AM																																																																					1690		166									
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17625"	="17625"		26.98489167	-80.62142778	0.5	6/1/2021 8:57:00 AM	105				12.9						20.6		1.61						400		7.12																		64				62		0.054		8		1.66														27.1		27.1				1330		154		63		25		28.7			
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17625"	="17625"		26.98489167	-80.62142778	0.3	6/1/2021 9:05:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.86406667	-80.63237500	0.5	6/1/2021 10:08:00 AM	110																		479		6.68																		89				139		0.062		8.3																26.7		26.7				1620		212				56		62.8			
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.86406667	-80.63237500	0.5	6/2/2021 7:40:00 AM																																																																					1520		183									
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.86406667	-80.63237500	0.5	6/2/2021 10:20:00 AM																																																																					1690		203									
1002667	Okeechobee, Lake	WIN_21FLSFWM	="12865"	="12865"		27.18975582	-80.82803972	0.3	6/8/2021 8:08:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="12865"	="12865"		27.18975582	-80.82803972	0.5	6/8/2021 8:11:00 AM	90						33.4				117		2.95		44.2		47		381		5.63										114.6		4.4		7.6		24.8		13		2	I	5	U	0.006	I	8.7		4.14						0.3		4090		20.9				28.7		28.7				2620		155		80		42		25.2		24	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11570"	="11570"		26.95673027	-80.97238500	0.5	6/8/2021 11:41:00 AM	99						35.6				16.4		0.518		43.5		28		398		7.28										122.1		4.8		8.1		24.7		8	I	2	U	118		0.053		8.3		1.32						0.3		9530		22.7				28.6		28.6				1560	J	150		63		26	I	29.8		10	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11570"	="11570"		26.95673027	-80.97238500	0.3	6/8/2021 11:41:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="16332"	="16332"		27.03819804	-80.91854056	0.3	6/8/2021 1:06:00 PM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="16332"	="16332"		27.03819804	-80.91854056	0.5	6/8/2021 1:09:00 PM	101						36.3				48.1		1.18		48		35		415		8.3										126.1		4.9		8.6		26.6		11		2	U	5	U	0.002	U	9		1.57						0.5		7450		22.2				29.7		29.7				1620		104		69		24	I	16.1		14	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.86406667	-80.63237500	0.5	6/9/2021 8:55:00 AM																																																																					1930		207									
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.86406667	-80.63237500	0.5	6/9/2021 9:02:00 AM																																																																					1420		169									
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11574"	="11574"		26.77000110	-80.78434972	0.3	6/9/2021 9:07:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11574"	="11574"		26.77000110	-80.78434972	0.5	6/9/2021 9:10:00 AM	103						36.5				5.03		0.125	I	43.8		28		403		6.67										125.1		4.8		8.2		24.9		8	I	3	I	233		0.074		8		0.203						0.3		10300		23.1				27.9		27.9				1110		134		50		6	I	23.3		5	U
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17625"	="17625"		26.98489167	-80.62142778	0.3	6/14/2021 7:48:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17625"	="17625"		26.98489167	-80.62142778	0.5	6/14/2021 7:57:00 AM	115				13.2						74.1		4.3						394		5.43																		15				41		0.04		8		4.68														30.7		30.7				3210		402		81		167		164			
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.86406667	-80.63237500	0.5	6/14/2021 8:49:00 AM	110																		396		6.17																		14				59		0.044		8.2																30.4		30.4				1910		244				67		90.2			
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.86406667	-80.63237500	0.5	6/16/2021 8:22:00 AM																																																																					1860		256									
1002667	Okeechobee, Lake	WIN_21FLSFWM	="12865"	="12865"		27.18975582	-80.82803972	0.5	6/22/2021 7:53:00 AM	94						36.4				39.7		1.5		44.2		40		390		5.87										125.5		5		8.4		26.5		7	I	2	I	5	U	0.01		8.2		1.66						0.3		4960		21.4				29.1		29.1				1510		73		66		19	I	15.3		10	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="12865"	="12865"		27.18975582	-80.82803972	0.3	6/22/2021 7:55:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11570"	="11570"		26.95673027	-80.97238500	0.3	6/22/2021 11:18:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11570"	="11570"		26.95673027	-80.97238500	0.5	6/22/2021 11:22:00 AM	100						35.3				24.8		0.52		44.6		29		398		7.75										122.6		4.7		8.4		24.7		7	I	2	U	5	U	0.016		8.7		1.52						0.4		5640		22.2				28.8		28.8				1200		63		61		18	I	14.5		8	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="16332"	="16332"		27.03819804	-80.91854056	0.3	6/22/2021 12:25:00 PM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="16332"	="16332"		27.03819804	-80.91854056	0.5	6/22/2021 12:26:00 PM	99						34.8				54.3		0.816		47.4		38		404		8.49										121.4		5		8.4		25.5		8	I	2	U	5	I	0.002	U	9		1.56						0.4		5610		22.3				29.8		29.8				1670		55		72		18	I	10.2		12	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11574"	="11574"		26.77000110	-80.78434972	0.3	6/23/2021 9:03:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="11574"	="11574"		26.77000110	-80.78434972	0.5	6/23/2021 9:04:00 AM	103						34.6				3.92		0.099	I	43.6		28		392		7.03										119.9		4.8		8.1		24		13		2	I	223		0.071		8.2		0.276						0.4		7650		21.8				28.1		28.1				1160						9	I	23.7		5	U
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17625"	="17625"		26.98489167	-80.62142778	0.5	6/28/2021 9:03:00 AM	105				12.4						7.67		0.256						418		5.7																		57				198		0.072		8.1		0.576														27.6		27.6				1370		158		56		23	I	31.3			
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17625"	="17625"		26.98489167	-80.62142778	0.3	6/28/2021 9:15:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.86406667	-80.63237500	0.5	6/28/2021 9:55:00 AM	102																		402		6.59																		10				330		0.078		8.1																27.2		27.2				1360		126				18	I	32.6			
1002667	Okeechobee, Lake	WIN_21FLSFWM	="17766"	="17766"		26.86406667	-80.63237500	0.5	7/7/2021 8:23:00 AM																																																																					1200		134									
1002667	Okeechobee, Lake	WIN_21FLWQA	="BLOOM182"	="BLOOM182"	="Background 1"	27.1938	-80.8308	0.3	4/16/2019 1:30:00 PM			0.25	U					33		30																												6				120		0.029				4.5	U																	1400		1520		120		66							
1002667	Okeechobee, Lake	WIN_21FLWQA	="BLOOM181"	="BLOOM181"	="Background 2"	27.1436	-80.7649	0.3	4/16/2019 2:15:00 PM			0.25	U					24		22	I																											5	I			360		0.071				10	U																	1600		1960		240		67							
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.3	3/11/2020 2:18:00 PM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.3	4/8/2020 1:39:00 PM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.3	5/6/2020 2:00:00 PM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.3	5/21/2020 12:58:00 PM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.5	5/21/2020 12:58:00 PM	109						41.6				17.3				47.3		25		425		9.36										143		5.7		9.5		27.6		7	I	3	I	266		0.087		8.6		0.325						0.2		9860		26.1				31.2		31.2				1300		164		61		24		32.2		8	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.5	6/3/2020 9:15:00 AM	115						46.2				36				52.8		28		452		7.95										155.8		5.7		9.8		30.3		15		2	I	38		0.052		8.7		1.5						0.2		8990		28				28.4		28.4				1150		139		65		17		18.7		8	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.3	6/3/2020 9:18:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.5	6/24/2020 9:00:00 AM	100						39.9				15.9		0.565		45.2		36	Q	402		6.78										134.2		5.2		8.4		26.2		10		2	UQ	10		0.06	Q	8.2		0.832						0.3		5950		24				30.3		30.3				1010		140		58		19		22.7		6	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.3	6/24/2020 9:04:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.5	7/8/2020 1:02:00 PM	95						35.5				57.5		4.37		44.7		40		387		10.1										122.8		5.3		8.3		25.2		14	G	2	U	5	I	0.047		8.6		0.955						0.2		7040		25				33.1		33.1				1560		184		72		40		56.8		16	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.3	7/8/2020 1:04:00 PM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.5	7/22/2020 8:30:00 AM	102						40.1				19		0.803		47		26		423		7.16										139.1		5.7		9.5		27.6		17		2	I	213		0.054		8.2		0.893						0.3		8290		26.3				28.4		28.4				1330		133		63		27		26.9		10	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.3	7/22/2020 8:32:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.5	8/5/2020 1:09:00 PM	90						35.9				69.7		6.31		43.4		43		376		7.64										123.1		5.1		8.1		25.4		8	I	2	U	5	U	0.026		8.3		1.67						0.2		5750		23.1				30.9		30.9				1560		148		73		21		25.5		8	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.3	8/5/2020 1:10:00 PM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.3	8/26/2020 1:36:00 PM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.5	8/26/2020 1:36:00 PM	77						30				38.9		2.11		35.3		50		323		8.34										103.8		4.4		7		21.1		14		2	U	5	U	0.025		8.3		1.24						0.3		5840		17.8				30.4		30.4				1320		102		67		17	I	14.8		8	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.5	9/9/2020 1:02:00 PM	74						28				32.9		2.25		35.1		50		315		7.01										97.6		4.2		6.7		19.5		9	I	4		121		0.033		8		1.45						0.2		6010		17.6				29.7		29.7				1400		121		66		24		19.8		10	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.3	9/9/2020 1:06:00 PM			0.25	UY																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.3	9/24/2020 1:21:00 PM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.5	9/24/2020 1:22:00 PM	96						28.2				20.2		0.8		35.1		47		318		6.72										97.7		4.3		6.6		20.2		10		2	I	294		0.043		7.7		3.36						0.1		6420		17.3				27.1		27.1				1750		215		65		66		88.8		18	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.5	10/7/2020 1:39:00 PM	103						39.2				2.71		0.12	I	43.9		22		400		7.53										135.1		5.3		9.1		26.3		11		2	I	204		0.061		8		0.196						0.3		9650		23.6				27.9		27.9				1040		111		45		12	I	21.7		4	U
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.3	10/7/2020 1:40:00 PM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.3	12/16/2020 12:59:00 PM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.5	12/16/2020 12:59:00 PM	95						33.1				10.8		0.533		40.7		32		363		9.58										114.1		4.7		7.6		24.4		10		4		355		0.054		8.3		0.496						0.3		8900		21.5				20.2		20.2				1350		147		58		11	I	34.2		4	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.5	1/6/2021 2:26:00 PM	107						34.4				3.97		0.107	U	40.8		30		368		9.2										118.7		4.6		8		23.3		7	I	2	U	454		0.064		8.2		0.469						0.1		9560		21.2				18.7		18.7				1760		214		54		57		80		15	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.3	1/6/2021 2:34:00 PM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.5	2/10/2021 2:23:00 PM	95						34.2				32.3		6.02		39.5		34														118.2		4.7		7.9		23.6		9	I	3	I	303		0.064				0.424						0.1		9030		20.5										1370		108		66		16	I	27.5		7	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.3	2/10/2021 2:29:00 PM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.5	3/11/2021 8:00:00 AM	110						35.4				4.72		0.184	I	40.9		33		365		9.08										122.3		4.8		8.2		24.3		5	U	2	U	419		0.088		8		0.432						0.2		9590		22.4				19.5		19.5				1600		232		54		19	I	76.9		10	U
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.3	3/11/2021 8:02:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.5	4/7/2021 1:08:00 PM	100						36.2				7.84		0.368		41.5		32		377		8.63										123.4		4.8		8		24.9		13	G	3	I	400		0.094		8.3		0.232						0.2		10100		22.4				23		23				1440		190		56		10	I	49.4		4	U
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.3	4/7/2021 1:14:00 PM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.3	5/5/2021 1:17:00 PM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.9161	-80.6247	0.5	5/5/2021 1:17:00 PM	98						35.9				104		7.92		43.8		34		379		15.8										123.4		4.6		8.2		24.8		8	I	2	I	31		0.048		9.4		1.36						0.1		9940		22.5				27.9		27.9				1620		207		76		20	I	38.9		14	I
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.91607804	-80.62466250	0.3	5/19/2021 9:03:00 AM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.91607804	-80.62466250	0.5	5/19/2021 9:06:00 AM	100						37.7				4.18		0.057	U	44.1		31		400		7.5										129.7		5		8.6		25.3		92		5		199		0.075		7.8		0.377						0.2		10100		22.9				25.6		25.6				970		176		48		12	I	37.9		8	U
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.91607804	-80.62466250	0.3	6/9/2021 1:22:00 PM			0.25	U																																																																												
1002667	Okeechobee, Lake	WIN_21FLSFWM	="4698"	="4698"	="CLV10A"	26.91607804	-80.62466250	0.5	6/9/2021 1:24:00 PM	100						35.3				17.2		0.54	J	44.2		32		402		7.3										121.2		4.8		8		24.6		12		3	I	145		0.058		8.3		0.592						0.2		7250		22.3				30.1		30.1				1210		139		60		18		24.5		6	I
